img_path,seq
data/NER_data/twitter2015_images/131022.jpg,a woman standing next to a dog on a leash
data/NER_data/twitter2015_images/1310271.jpg,a close up of a sign that says <unk>
data/NER_data/twitter2015_images/1310536.jpg,a picture of a sign on a wall
data/NER_data/twitter2015_images/131061.jpg,a picture of a person on a cell phone
data/NER_data/twitter2015_images/13109.jpg,a close up of a sign on a pole
data/NER_data/twitter2015_images/1311544.jpg,a cat is sleeping on a bed in a room
data/NER_data/twitter2015_images/1311603.jpg,a man with a beard is wearing a suit and tie
data/NER_data/twitter2015_images/131187.jpg,a group of people walking down a street
data/NER_data/twitter2015_images/1312447.jpg,a red stop sign sitting on the side of a red wall
data/NER_data/twitter2015_images/1312471.jpg,a close up of a stuffed animal on a blanket
data/NER_data/twitter2015_images/13140.jpg,a man standing in front of a large crowd of people
data/NER_data/twitter2015_images/1314436.jpg,a person standing in front of a mirror
data/NER_data/twitter2015_images/1314515.jpg,a close up of a street sign with a blurry background
data/NER_data/twitter2015_images/1314795.jpg,a close up of many different types of fruit
data/NER_data/twitter2015_images/13149.jpg,a large body of water with a river in the background
data/NER_data/twitter2015_images/1315056.jpg,a close up of a brown dog with a blurry background
data/NER_data/twitter2015_images/1315114.jpg,a view of a sunset over a body of water
data/NER_data/twitter2015_images/1315139.jpg,a close up of a blue and white stuffed animal
data/NER_data/twitter2015_images/1315343.jpg,a person holding a banana in their hand
data/NER_data/twitter2015_images/1315675.jpg,a black and white sign that says <unk>
data/NER_data/twitter2015_images/1315735.jpg,a close up of a cat sleeping on a blanket
data/NER_data/twitter2015_images/131592.jpg,a group of young men standing next to each other
data/NER_data/twitter2015_images/1316249.jpg,a picture of a man in a suit case
data/NER_data/twitter2015_images/1317523.jpg,a close up of a plate of food on a table
data/NER_data/twitter2015_images/1317539.jpg,a bird is standing on a beach near the water
data/NER_data/twitter2015_images/1318139.jpg,a man and woman standing next to a table of food
data/NER_data/twitter2015_images/1319280.jpg,a cat is sleeping on a blanket on the floor
data/NER_data/twitter2015_images/13195.jpg,a man is sitting on a couch with a laptop
data/NER_data/twitter2015_images/1319942.jpg,a boat is sitting in the middle of the water
data/NER_data/twitter2015_images/132005.jpg,a close up of a parking meter with a sky background
data/NER_data/twitter2015_images/1320318.jpg,a group of people playing a game of basketball
data/NER_data/twitter2015_images/1320540.jpg,there is a sign that says <unk> <unk>
data/NER_data/twitter2015_images/1320888.jpg,a couple of people that are sitting on a couch
data/NER_data/twitter2015_images/1321483.jpg,a couple of plates of food on a table
data/NER_data/twitter2015_images/13216.jpg,a flock of birds sitting on top of a tree
data/NER_data/twitter2015_images/1321600.jpg,a lot of cars that are parked in a field
data/NER_data/twitter2015_images/13217.jpg,a brown and black cow standing on a lush green hillside
data/NER_data/twitter2015_images/132203.jpg,a sign that says <unk> <unk> <unk>
data/NER_data/twitter2015_images/1322491.jpg,a couple of men playing a game of basketball
data/NER_data/twitter2015_images/13246.jpg,a large building with a clock on the top of it
data/NER_data/twitter2015_images/1324700.jpg,a black and white photo of a man with a tie
data/NER_data/twitter2015_images/1324831.jpg,a couple of people standing next to a fire hydrant
data/NER_data/twitter2015_images/1324901.jpg,there is a sign that says <unk> <unk>
data/NER_data/twitter2015_images/13253.jpg,a man holding a baseball bat in his hand
data/NER_data/twitter2015_images/1325722.jpg,a bottle of alcohol sitting on top of a wooden table
data/NER_data/twitter2015_images/13262.jpg,an old stone building with a clock tower in the background
data/NER_data/twitter2015_images/13265.jpg,a horse standing in a field next to a body of water
data/NER_data/twitter2015_images/1326656.jpg,a close up of a person holding a sign
data/NER_data/twitter2015_images/13267.jpg,a view of a mountain with a mountain in the background
data/NER_data/twitter2015_images/1326976.jpg,a close up of a bird flying in the sky
data/NER_data/twitter2015_images/1326987.jpg,a man standing in front of a bunch of flowers
data/NER_data/twitter2015_images/1327056.jpg,a man is standing in the snow near a traffic light
data/NER_data/twitter2015_images/13271.jpg,a large building with a clock on it
data/NER_data/twitter2015_images/1327221.jpg,a close up of a bunch of bananas
data/NER_data/twitter2015_images/1327229.jpg,a close up of a sign that reads <unk>
data/NER_data/twitter2015_images/1327405.jpg,a woman in a white dress holding a knife
data/NER_data/twitter2015_images/1327609.jpg,a bird perched on top of a tree branch
data/NER_data/twitter2015_images/1327784.jpg,a man wearing a hat and holding a cell phone
data/NER_data/twitter2015_images/1327916.jpg,a black and white photo of a street sign
data/NER_data/twitter2015_images/1328042.jpg,a group of people standing in front of a building
data/NER_data/twitter2015_images/1328570.jpg,a man is riding a surfboard in the water
data/NER_data/twitter2015_images/1328598.jpg,a large building with a clock tower in the background
data/NER_data/twitter2015_images/1328640.jpg,a crowd of people standing around a large building
data/NER_data/twitter2015_images/1328906.jpg,a person holding an umbrella in the rain
data/NER_data/twitter2015_images/132905.jpg,a man standing on a skateboard in front of a crowd
data/NER_data/twitter2015_images/13291.jpg,a large stone building with a clock on it
data/NER_data/twitter2015_images/1329178.jpg,a close up of a black and white sign
data/NER_data/twitter2015_images/13293.jpg,a very tall building with a clock on it
data/NER_data/twitter2015_images/1329448.jpg,a close up of a tree branch with a flower in it
data/NER_data/twitter2015_images/13296.jpg,a view of a city with a bridge in the background
data/NER_data/twitter2015_images/1329617.jpg,a man is holding a cell phone in his hand
data/NER_data/twitter2015_images/1329780.jpg,a close up of an empty parking meter
data/NER_data/twitter2015_images/13299.jpg,a very tall building with a clock on it
data/NER_data/twitter2015_images/1329942.jpg,there is a sign on the side of the road
data/NER_data/twitter2015_images/13301.jpg,a large stone building with a clock tower
data/NER_data/twitter2015_images/1330223.jpg,a man in a red shirt is standing by a building
data/NER_data/twitter2015_images/13303.jpg,a large building with a tree in the background
data/NER_data/twitter2015_images/13304.jpg,a close up of a black bird in a field
data/NER_data/twitter2015_images/13305.jpg,a train yard filled with lots of small boats
data/NER_data/twitter2015_images/1330750.jpg,a man in a black shirt is holding a cell phone
data/NER_data/twitter2015_images/1330808.jpg,a black and white photo of a cat looking out of a window
data/NER_data/twitter2015_images/1330809.jpg,a bird sitting on top of a tree stump
data/NER_data/twitter2015_images/1330869.jpg,a man sitting on top of a parking meter
data/NER_data/twitter2015_images/1331051.jpg,a couple of giraffe standing next to each other
data/NER_data/twitter2015_images/1331438.jpg,a close up of a man with a beard
data/NER_data/twitter2015_images/1331579.jpg,a picture of a bunch of birds in the sky
data/NER_data/twitter2015_images/1331611.jpg,a man standing on top of a grass covered field
data/NER_data/twitter2015_images/1332190.jpg,a man and a woman are posing for a picture
data/NER_data/twitter2015_images/133226.jpg,a picture of a person on a bed
data/NER_data/twitter2015_images/13329.jpg,a group of boats floating on top of a lake
data/NER_data/twitter2015_images/13330.jpg,a boat in a body of water with a sky background
data/NER_data/twitter2015_images/1334258.jpg,a man standing next to a sign in front of a building
data/NER_data/twitter2015_images/1334622.jpg,a boy in a red shirt is holding a stuffed animal
data/NER_data/twitter2015_images/1335484.jpg,a picture of a sign that says <unk>
data/NER_data/twitter2015_images/1335576.jpg,a view of a street sign in a car window
data/NER_data/twitter2015_images/1335744.jpg,a picture of a picture of a <unk>
data/NER_data/twitter2015_images/1336165.jpg,a man wearing a hat and tie
data/NER_data/twitter2015_images/1336482.jpg,a man in a black shirt and a black and white dog
data/NER_data/twitter2015_images/1336653.jpg,a woman in a white shirt and black pants
data/NER_data/twitter2015_images/1336838.jpg,a man is standing in front of a truck
data/NER_data/twitter2015_images/133727.jpg,a television that is sitting on a table
data/NER_data/twitter2015_images/1337669.jpg,a close up of a blurry picture of a person
data/NER_data/twitter2015_images/1337714.jpg,a close up of a pair of scissors on a white cloth
data/NER_data/twitter2015_images/1338016.jpg,a living room with a couch a table and a lamp
data/NER_data/twitter2015_images/1338699.jpg,a poster of a book with a <unk> on it
data/NER_data/twitter2015_images/133884.jpg,a close up of a person wearing a hat and a tie
data/NER_data/twitter2015_images/13398.jpg,a lake with a bunch of birds on it
data/NER_data/twitter2015_images/13400.jpg,a painting of a man with a tie on a street
data/NER_data/twitter2015_images/13405.jpg,a group of young children standing next to each other
data/NER_data/twitter2015_images/1340509.jpg,a picture of a picture of a <unk>
data/NER_data/twitter2015_images/134113.jpg,a couple of ties are hanging on a wall
data/NER_data/twitter2015_images/1341250.jpg,a person holding a cell phone in their hand
data/NER_data/twitter2015_images/13423.jpg,a group of sheep standing next to a stone wall
data/NER_data/twitter2015_images/1342337.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1342471.jpg,a man in a pink shirt is looking at the camera
data/NER_data/twitter2015_images/1342511.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1342763.jpg,a close up of a street sign on a wall
data/NER_data/twitter2015_images/1343370.jpg,a man with a beard is wearing a tie
data/NER_data/twitter2015_images/13434.jpg,a woman in a black dress shirt and tie
data/NER_data/twitter2015_images/1343497.jpg,a large crowd of people watching a baseball game
data/NER_data/twitter2015_images/13440.jpg,a close up of a man wearing a tie
data/NER_data/twitter2015_images/1344013.jpg,a woman holding a cell phone in her hand
data/NER_data/twitter2015_images/1344270.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/1344410.jpg,a couple of soldiers that are sitting on a bed
data/NER_data/twitter2015_images/13445.jpg,a view of a mountain in a cloudy sky
data/NER_data/twitter2015_images/13446.jpg,a couple of people that are sitting on a motorcycle
data/NER_data/twitter2015_images/1345027.jpg,a close up of a person holding a sign
data/NER_data/twitter2015_images/1345216.jpg,a black and white picture of a man and woman
data/NER_data/twitter2015_images/1345437.jpg,a close up of a person wearing a hat and a tie
data/NER_data/twitter2015_images/1345686.jpg,a man is wearing a red shirt and tie
data/NER_data/twitter2015_images/1345737.jpg,a view of a city in a large city
data/NER_data/twitter2015_images/1346056.jpg,a black and white photo of a urinal
data/NER_data/twitter2015_images/1346126.jpg,a close up of a sign that reads <unk> <unk>
data/NER_data/twitter2015_images/1346633.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2015_images/13468.jpg,a statue of a man in front of a brick building
data/NER_data/twitter2015_images/1347104.jpg,a close up of a sign on a building
data/NER_data/twitter2015_images/1347364.jpg,a close up of a remote control sitting on a table
data/NER_data/twitter2015_images/1348045.jpg,a couple of men playing soccer on a field
data/NER_data/twitter2015_images/1348499.jpg,a man holding a tennis racquet on a tennis court
data/NER_data/twitter2015_images/13485.jpg,a close up of a plate of food with broccoli
data/NER_data/twitter2015_images/1348556.jpg,a close up of a person wearing a hat and a tie
data/NER_data/twitter2015_images/13486.jpg,a person holding a pair of scissors
data/NER_data/twitter2015_images/134865.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1349235.jpg,a close up shot of a pink flower
data/NER_data/twitter2015_images/1349259.jpg,a close up of a man wearing a suit and tie
data/NER_data/twitter2015_images/1349406.jpg,a close up of a black and white background
data/NER_data/twitter2015_images/1349559.jpg,a close up of a person wearing a hat
data/NER_data/twitter2015_images/13497.jpg,a close up of a sign on a wall
data/NER_data/twitter2015_images/1349752.jpg,a man is standing in front of a mirror
data/NER_data/twitter2015_images/13498.jpg,a piece of luggage sitting on top of a floor
data/NER_data/twitter2015_images/1350772.jpg,a picture of a cat on a bed
data/NER_data/twitter2015_images/1351124.jpg,a man with a hat on
data/NER_data/twitter2015_images/1351289.jpg,a man in a suit and tie standing in a room
data/NER_data/twitter2015_images/1351353.jpg,a close up of a street sign on a pole
data/NER_data/twitter2015_images/1351580.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2015_images/1351762.jpg,a close up of a person wearing a hat
data/NER_data/twitter2015_images/13518.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/1352028.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1352094.jpg,a small child is sitting in a chair
data/NER_data/twitter2015_images/1352098.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/13525.jpg,a man in a white shirt and a tie
data/NER_data/twitter2015_images/135299.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1353158.jpg,a large jetliner sitting on top of an airport tarmac
data/NER_data/twitter2015_images/13539.jpg,a group of people sitting on a bench
data/NER_data/twitter2015_images/13540.jpg,a close up of a plate of food on a table
data/NER_data/twitter2015_images/13541.jpg,a clock that is on the side of a building
data/NER_data/twitter2015_images/1354389.jpg,a close up of a cake on a table
data/NER_data/twitter2015_images/135486.jpg,a man holding a baseball bat on a field
data/NER_data/twitter2015_images/1355122.jpg,a close up of a cat in a black background
data/NER_data/twitter2015_images/1355190.jpg,a desk with a lot of items on it
data/NER_data/twitter2015_images/1355398.jpg,a black and white photo of a woman holding a suitcase
data/NER_data/twitter2015_images/1355751.jpg,a man with a beard and a tie
data/NER_data/twitter2015_images/1355931.jpg,a close up of a street sign on a pole
data/NER_data/twitter2015_images/1355966.jpg,a green truck is driving down the road
data/NER_data/twitter2015_images/13563.jpg,a group of people standing around a basketball court
data/NER_data/twitter2015_images/13569.jpg,a man is sitting on a blue bed
data/NER_data/twitter2015_images/1356920.jpg,a stack of books sitting on top of a table
data/NER_data/twitter2015_images/1357029.jpg,a black and white photo of a black and white photo
data/NER_data/twitter2015_images/1357404.jpg,a man standing in front of a sign
data/NER_data/twitter2015_images/135764.jpg,a man wearing a suit and tie standing in front of a building
data/NER_data/twitter2015_images/13578.jpg,a close up of a pair of scissors
data/NER_data/twitter2015_images/1357925.jpg,a large body of water with trees in the background
data/NER_data/twitter2015_images/1358151.jpg,a close up of a person holding a piece of food
data/NER_data/twitter2015_images/1358185.jpg,a large body of water with trees in the background
data/NER_data/twitter2015_images/1358207.jpg,a street sign on the side of a building
data/NER_data/twitter2015_images/1358233.jpg,a close up of a person holding a tennis racquet
data/NER_data/twitter2015_images/1358304.jpg,a white building with a sign on the side of it
data/NER_data/twitter2015_images/1358543.jpg,a black cat sitting in front of a window
data/NER_data/twitter2015_images/1358556.jpg,a large building in the middle of a city
data/NER_data/twitter2015_images/1359058.jpg,a red umbrella is sitting on the beach
data/NER_data/twitter2015_images/1359311.jpg,a close up of a piece of bread on a plate
data/NER_data/twitter2015_images/1359666.jpg,a close up of a red and yellow fire hydrant
data/NER_data/twitter2015_images/1360362.jpg,a close up of a person in a forest
data/NER_data/twitter2015_images/1361368.jpg,a black and white photo of a womans head
data/NER_data/twitter2015_images/136147.jpg,a man wearing a suit and tie is standing next to a sign
data/NER_data/twitter2015_images/136168.jpg,a man with a beard wearing a suit and tie
data/NER_data/twitter2015_images/1361774.jpg,a group of young men standing next to each other
data/NER_data/twitter2015_images/1362230.jpg,a close up of a red tie on a red and white shirt
data/NER_data/twitter2015_images/136238.jpg,a painting of a pair of scissors on a plate
data/NER_data/twitter2015_images/1362560.jpg,a group of people sitting on a bench
data/NER_data/twitter2015_images/1362898.jpg,a view of a lighthouse on a beach with a lighthouse in the background
data/NER_data/twitter2015_images/136290.jpg,a man riding a surfboard on top of a wave in the ocean
data/NER_data/twitter2015_images/136300.jpg,a close up of a person holding a skateboard
data/NER_data/twitter2015_images/1363363.jpg,a close up of a sign with a <unk>
data/NER_data/twitter2015_images/1363904.jpg,a close up of a sign that reads <unk> <unk>
data/NER_data/twitter2015_images/1364981.jpg,a close up of a street sign on a building
data/NER_data/twitter2015_images/13656.jpg,a close up of a person wearing a suit and tie
data/NER_data/twitter2015_images/136571.jpg,a sign that says <unk> <unk> <unk> on it
data/NER_data/twitter2015_images/1366065.jpg,a picture of a bunch of kites in the air
data/NER_data/twitter2015_images/13663.jpg,a close up of a person holding a sign
data/NER_data/twitter2015_images/136665.jpg,a large body of water with a city skyline in the background
data/NER_data/twitter2015_images/13669.jpg,a group of people standing on top of a basketball court
data/NER_data/twitter2015_images/1367967.jpg,a large field with a bunch of animals in it
data/NER_data/twitter2015_images/13680.jpg,a close up of a sign that says <unk> <unk>
data/NER_data/twitter2015_images/1368452.jpg,a picture of a man in a tie
data/NER_data/twitter2015_images/1368598.jpg,a close up of a sign that reads <unk>
data/NER_data/twitter2015_images/136906.jpg,a car parked in front of a building
data/NER_data/twitter2015_images/136920.jpg,a close up of a sign on a wall
data/NER_data/twitter2015_images/13693.jpg,a man with a beard and a mustache
data/NER_data/twitter2015_images/1369595.jpg,a black and white photo of a building
data/NER_data/twitter2015_images/1369636.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1370154.jpg,a herd of sheep standing on top of a dry grass field
data/NER_data/twitter2015_images/1370977.jpg,a close up of a young girl with a toothbrush in her mouth
data/NER_data/twitter2015_images/13710.jpg,a field of grass with trees and clouds in the background
data/NER_data/twitter2015_images/13712.jpg,a close up of a pair of scissors on a table
data/NER_data/twitter2015_images/1372843.jpg,a person sitting at a table with a cell phone
data/NER_data/twitter2015_images/137293.jpg,a sunset over a body of water with a sky background
data/NER_data/twitter2015_images/1373165.jpg,a couple of elephants standing next to each other
data/NER_data/twitter2015_images/137349.jpg,a close up of a man wearing a suit and tie
data/NER_data/twitter2015_images/1373582.jpg,a close up of a sign on a yellow wall
data/NER_data/twitter2015_images/1373992.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/13747.jpg,a close up of a street sign on a cloudy day
data/NER_data/twitter2015_images/1374916.jpg,a close up of a street sign with a sky background
data/NER_data/twitter2015_images/1374925.jpg,a close up of a neon sign that reads <unk>
data/NER_data/twitter2015_images/1374968.jpg,a picture of a man on a motorcycle
data/NER_data/twitter2015_images/1375217.jpg,a picture of a woman holding a teddy bear
data/NER_data/twitter2015_images/1375566.jpg,a group of people standing on a sidewalk under an umbrella
data/NER_data/twitter2015_images/1375644.jpg,a poster of a horse with a painting on it
data/NER_data/twitter2015_images/1375703.jpg,a close up of a person on a horse in the woods
data/NER_data/twitter2015_images/1375805.jpg,a woman standing in front of a large building
data/NER_data/twitter2015_images/137599.jpg,a birthday cake with candles on top of it
data/NER_data/twitter2015_images/1375990.jpg,a close up of a person with a cell phone
data/NER_data/twitter2015_images/1376478.jpg,a neon sign that says <unk> <unk> on it
data/NER_data/twitter2015_images/1376623.jpg,a bird is standing on a red stop sign
data/NER_data/twitter2015_images/137669.jpg,a sign for a restaurant called <unk>
data/NER_data/twitter2015_images/13767.jpg,a man wearing a hat and tie
data/NER_data/twitter2015_images/13773.jpg,a bus parked in front of a building
data/NER_data/twitter2015_images/1377967.jpg,a woman in a blue shirt and a black hat
data/NER_data/twitter2015_images/1378638.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/13787.jpg,a close up of a sign that reads <unk>
data/NER_data/twitter2015_images/13788.jpg,a person on a skateboard in a park
data/NER_data/twitter2015_images/13796.jpg,a black and white photo of an animal
data/NER_data/twitter2015_images/138031.jpg,a close up of a chocolate cake on a table
data/NER_data/twitter2015_images/1380351.jpg,a picture of a woman in a bikini
data/NER_data/twitter2015_images/13808.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/138103.jpg,a man is holding a cell phone in his hand
data/NER_data/twitter2015_images/138153.jpg,a picture of some animals in the water
data/NER_data/twitter2015_images/138186.jpg,a large building with a clock tower in the background
data/NER_data/twitter2015_images/13826.jpg,a woman wearing a black dress shirt and tie
data/NER_data/twitter2015_images/138268.jpg,a man wearing a green sweater and a green tie
data/NER_data/twitter2015_images/1383594.jpg,a man standing in front of a painting
data/NER_data/twitter2015_images/1383981.jpg,a close up of a sign on a wall
data/NER_data/twitter2015_images/1384185.jpg,a man is sitting in front of a sign
data/NER_data/twitter2015_images/13846.jpg,a close up of a person with a cell phone in their hand
data/NER_data/twitter2015_images/13847.jpg,a close up of a person with a cell phone in their hand
data/NER_data/twitter2015_images/13853.jpg,a close up of a sign on a building
data/NER_data/twitter2015_images/13866.jpg,a person wearing a helmet and holding a baseball mitt
data/NER_data/twitter2015_images/138662.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/1387195.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1388051.jpg,a woman in a dress holding a wine glass
data/NER_data/twitter2015_images/13883.jpg,a close up of a purple wall with a clock
data/NER_data/twitter2015_images/1388442.jpg,a man and a woman holding a microphone
data/NER_data/twitter2015_images/1388689.jpg,a man in a tie is looking at the camera
data/NER_data/twitter2015_images/1388733.jpg,a close up of a cat sitting on a table
data/NER_data/twitter2015_images/1388738.jpg,a very tall building with a clock on it
data/NER_data/twitter2015_images/1388924.jpg,a man with a beard and a beard
data/NER_data/twitter2015_images/13893.jpg,a close up of a pair of scissors on a table
data/NER_data/twitter2015_images/1389557.jpg,a large room filled with people sitting at tables
data/NER_data/twitter2015_images/1389957.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/139004.jpg,a close up of a sign that says <unk> <unk>
data/NER_data/twitter2015_images/139010.jpg,a man is taking a picture of himself in a mirror
data/NER_data/twitter2015_images/139042.jpg,a painting of a bird sitting on a rock
data/NER_data/twitter2015_images/13908.jpg,a picture of a man sitting on a bench
data/NER_data/twitter2015_images/139111.jpg,a group of people playing a game of tennis
data/NER_data/twitter2015_images/139125.jpg,a picture of a book with a bird on it
data/NER_data/twitter2015_images/139129.jpg,a close up of a pair of scissors on a table
data/NER_data/twitter2015_images/13913.jpg,a picture of a painting of a man on a bench
data/NER_data/twitter2015_images/139163.jpg,a poster of the <unk> of a <unk>
data/NER_data/twitter2015_images/13923.jpg,a man standing next to a pile of vegetables
data/NER_data/twitter2015_images/13924.jpg,a woman standing in front of a wooden table
data/NER_data/twitter2015_images/139261.jpg,a picture of a <unk> of a <unk>
data/NER_data/twitter2015_images/139296.jpg,a red stop sign sitting on top of a white surface
data/NER_data/twitter2015_images/13932.jpg,a person wearing a helmet and holding a baseball bat
data/NER_data/twitter2015_images/1394268.jpg,a picture of a book with a picture of a person on it
data/NER_data/twitter2015_images/139443.jpg,a close up of a person holding a pair of scissors
data/NER_data/twitter2015_images/13946.jpg,a group of people sitting on a bench in front of a building
data/NER_data/twitter2015_images/13948.jpg,a close up of a pair of shoes on a rock
data/NER_data/twitter2015_images/1395273.jpg,a close up of a person in a green shirt
data/NER_data/twitter2015_images/1395835.jpg,a black and white photo of a man and a man
data/NER_data/twitter2015_images/13960.jpg,a group of people standing on top of a basketball court
data/NER_data/twitter2015_images/139624.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1396375.jpg,a black and white photo of a black bear
data/NER_data/twitter2015_images/13968.jpg,a man is standing in front of a mirror
data/NER_data/twitter2015_images/13969.jpg,a man standing in front of a wooden bench
data/NER_data/twitter2015_images/139778.jpg,a purple flower in a purple vase on a purple wall
data/NER_data/twitter2015_images/1397838.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/13985.jpg,a man in a red and white hat
data/NER_data/twitter2015_images/1398525.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/1398694.jpg,a man wearing a suit and tie holding a wine glass
data/NER_data/twitter2015_images/13987.jpg,a man standing next to a train on a train track
data/NER_data/twitter2015_images/13989.jpg,a painting of a man and a woman
data/NER_data/twitter2015_images/13990.jpg,a picture of a building with a clock on it
data/NER_data/twitter2015_images/1399214.jpg,a man in a black shirt is holding a cell phone
data/NER_data/twitter2015_images/13993.jpg,a man and woman standing next to each other
data/NER_data/twitter2015_images/1399835.jpg,a picture of a street sign on a city street
data/NER_data/twitter2015_images/1399930.jpg,a fire hydrant on a city street in the evening
data/NER_data/twitter2015_images/1400162.jpg,a picture of a man in a suit and tie
data/NER_data/twitter2015_images/14002.jpg,a man wearing a red shirt and tie
data/NER_data/twitter2015_images/14016.jpg,a close up of a baseball player holding a baseball bat
data/NER_data/twitter2015_images/14019.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/140233.jpg,a person in a field with a dog
data/NER_data/twitter2015_images/1402345.jpg,a picture of a woman wearing a hat
data/NER_data/twitter2015_images/1402528.jpg,a close up of a pair of scissors on a table
data/NER_data/twitter2015_images/1402710.jpg,a large body of water with a large building in the background
data/NER_data/twitter2015_images/1402972.jpg,a close up of a cat on a window sill
data/NER_data/twitter2015_images/1403254.jpg,a picture of a bench in the middle of a park
data/NER_data/twitter2015_images/14033.jpg,a man sitting at a table with a microphone
data/NER_data/twitter2015_images/140364.jpg,a group of people standing on top of a snow covered slope
data/NER_data/twitter2015_images/1403804.jpg,a fire hydrant sitting on the side of a street
data/NER_data/twitter2015_images/14040.jpg,a picture of a man in a suit and tie
data/NER_data/twitter2015_images/14043.jpg,a large crowd of people watching a baseball game
data/NER_data/twitter2015_images/1404608.jpg,a close up of a stack of boxes in a room
data/NER_data/twitter2015_images/1404955.jpg,a person sitting on a bench in front of a stone wall
data/NER_data/twitter2015_images/1405149.jpg,a man is doing a trick on a skateboard
data/NER_data/twitter2015_images/1405159.jpg,a man flying through the air while riding a skateboard
data/NER_data/twitter2015_images/1405294.jpg,a man wearing a clown nose and a tie
data/NER_data/twitter2015_images/1405319.jpg,a black and white photo of a dirty wall
data/NER_data/twitter2015_images/1405444.jpg,a man is standing in front of a door
data/NER_data/twitter2015_images/14055.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/1406243.jpg,a large field with a bunch of animals in it
data/NER_data/twitter2015_images/1406677.jpg,a view of a mountain range from a valley
data/NER_data/twitter2015_images/14068.jpg,a collage of photos of a man and a woman
data/NER_data/twitter2015_images/140720.jpg,a group of colorful flowers sitting on a table
data/NER_data/twitter2015_images/1407252.jpg,a couple of people sitting on top of a bed
data/NER_data/twitter2015_images/140788.jpg,a close up of a parking meter on a street
data/NER_data/twitter2015_images/140804.jpg,a sign that is on the side of a building
data/NER_data/twitter2015_images/140820.jpg,a poster of the <unk> of a <unk>
data/NER_data/twitter2015_images/14084.jpg,a man in a yellow jacket holding a sign
data/NER_data/twitter2015_images/14099.jpg,a black and white photo of a suitcase
data/NER_data/twitter2015_images/14112.jpg,a close up of a person wearing a tie
data/NER_data/twitter2015_images/14119.jpg,a close up of a teddy bear on a bed
data/NER_data/twitter2015_images/1411993.jpg,a large body of water with several boats in it
data/NER_data/twitter2015_images/14123.jpg,a close up of a cake with a horse on it
data/NER_data/twitter2015_images/1412441.jpg,a group of people standing next to each other
data/NER_data/twitter2015_images/1412529.jpg,a couple of people walking down a street
data/NER_data/twitter2015_images/141263.jpg,a woman wearing a dress and a tie
data/NER_data/twitter2015_images/1412636.jpg,a close up of a person holding a cell phone
data/NER_data/twitter2015_images/1412668.jpg,a man sitting in front of a microphone at night
data/NER_data/twitter2015_images/1413062.jpg,a collage of photos with a man in a suit and tie
data/NER_data/twitter2015_images/1413197.jpg,a couple of people that are sitting on a bench
data/NER_data/twitter2015_images/141338.jpg,a picture of a person wearing a hat
data/NER_data/twitter2015_images/141344.jpg,a poster of the <unk> of the <unk>
data/NER_data/twitter2015_images/1413482.jpg,a couple of men standing next to each other
data/NER_data/twitter2015_images/14135.jpg,a truck is parked on a dirt road
data/NER_data/twitter2015_images/1413646.jpg,a painting of a man on a skateboard
data/NER_data/twitter2015_images/141365.jpg,a couple of people that are standing in front of a car
data/NER_data/twitter2015_images/1413926.jpg,a group of people standing in front of a building
data/NER_data/twitter2015_images/1413962.jpg,a wall with a mural on the side of it
data/NER_data/twitter2015_images/1413986.jpg,a sign that says <unk> <unk> on it
data/NER_data/twitter2015_images/14140.jpg,a man is looking out the window of a bus
data/NER_data/twitter2015_images/1414035.jpg,a close up of a man with a tie
data/NER_data/twitter2015_images/141405.jpg,a group of people sitting around a table
data/NER_data/twitter2015_images/1414094.jpg,a couple of people standing next to each other
data/NER_data/twitter2015_images/141416.jpg,a car parked in front of a building
data/NER_data/twitter2015_images/14146.jpg,a group of birds sitting on top of a body of water
data/NER_data/twitter2015_images/1414619.jpg,a sign that is on the side of a building
data/NER_data/twitter2015_images/14148.jpg,a person in a red shirt is standing in the rain
data/NER_data/twitter2015_images/1414911.jpg,a yellow school bus parked in front of a building
data/NER_data/twitter2015_images/14151.jpg,a man standing next to a small airplane
data/NER_data/twitter2015_images/141607.jpg,a close up of a person holding a cell phone
